Company Name,Location,Job Title,Required Skills,Job Description,Experience Level,Salary Range,Posting Date,Job Type
Cognizant,Chennai,Data Scientist,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,20-30 LPA,31-12-2023,Full-time
Capgemini,Lucknow,Business Analyst,"Python, NLP, AI models",NA,Entry-level,5-8 LPA,04-06-2023,Full-time
HCL Technologies,Indore,Software Engineer,"Java, Spring Boot, Microservices",NA,Senior,18-25 LPA,15-02-2023,Contract
Swiggy,Surat,Cloud Engineer,"SQL, Power BI, Excel",NA,Mid-level,3-5 LPA,05-06-2024,Full-time
Cognizant,Coimbatore,Product Manager,"Python, NLP, AI models",NA,Senior,7-12 LPA,29-09-2023,Contract
Tata Consultancy Services,Kolkata,Full Stack Developer,"AWS, Azure, Docker",NA,Senior,15-20 LPA,04-04-2024,Part-time
Accenture,Bangalore,Data Scientist,"HTML, CSS, JavaScript",NA,Senior,7-12 LPA,18-03-2023,Contract
Tech Mahindra,Kolkata,Data Scientist,"Node.js, Express, MongoDB",NA,Senior,10-15 LPA,03-08-2023,Full-time
Deloitte,Pune,Full Stack Developer,"AWS, Azure, Docker",NA,Mid-level,10-15 LPA,12-07-2024,Full-time
Wipro,Surat,Cybersecurity Analyst,"CI/CD, Jenkins, Kubernetes",NA,Senior,10-15 LPA,23-02-2024,Internship
PhonePe,Lucknow,Data Analyst,"Go, Kubernetes, Docker",NA,Entry-level,20-30 LPA,12-11-2023,Internship
Infosys,Chennai,ML Engineer,"SQL, Excel, Data Visualization",NA,Mid-level,18-25 LPA,27-07-2023,Part-time
Tech Mahindra,Chennai,Cloud Engineer,"React, Node.js, SQL",NA,Senior,6-10 LPA,18-08-2023,Full-time
HCL Technologies,Bhopal,Frontend Developer,"Node.js, Express, MongoDB",NA,Senior,18-25 LPA,07-01-2023,Contract
Infosys,Bhopal,Product Manager,"AWS, Azure, Docker",NA,Mid-level,7-12 LPA,19-12-2023,Internship
Cognizant,Hyderabad,Data Scientist,"AWS, Azure, Docker",NA,Senior,15-20 LPA,07-07-2024,Full-time
Paytm,Mumbai,Product Manager,"React, Node.js, SQL",NA,Senior,7-12 LPA,09-05-2023,Part-time
Deloitte,Mumbai,ML Engineer,"CI/CD, Jenkins, Kubernetes",NA,Senior,4-6 LPA,16-01-2025,Part-time
Oracle,Noida,Data Scientist,"Java, Spring Boot, Microservices",NA,Senior,6-10 LPA,03-03-2025,Contract
Google,Bhopal,Data Scientist,"Java, Spring Boot, Microservices",NA,Entry-level,10-15 LPA,20-07-2024,Contract
PhonePe,Hyderabad,Data Analyst,"React, Node.js, SQL",NA,Senior,6-10 LPA,16-11-2024,Contract
HCL Technologies,Kolkata,Software Engineer,"SQL, Excel, Data Visualization",NA,Senior,15-20 LPA,17-09-2023,Part-time
Infosys,Indore,Business Analyst,"HTML, CSS, JavaScript",NA,Senior,18-25 LPA,22-12-2024,Contract
Oracle,Nagpur,Product Manager,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,10-15 LPA,02-09-2023,Contract
Deloitte,Kolkata,ML Engineer,"CI/CD, Jenkins, Kubernetes",NA,Senior,20-30 LPA,02-05-2024,Internship
Zomato,Nagpur,Frontend Developer,"HTML, CSS, JavaScript",NA,Entry-level,3-5 LPA,07-12-2023,Contract
Zomato,Lucknow,Cloud Engineer,"Ruby on Rails, PostgreSQL",NA,Entry-level,18-25 LPA,03-01-2023,Part-time
Tech Mahindra,Lucknow,Backend Developer,"Python, ML, TensorFlow",NA,Mid-level,4-6 LPA,14-08-2023,Contract
PhonePe,Gurgaon,DevOps Engineer,"Python, ML, TensorFlow",NA,Mid-level,20-30 LPA,18-09-2024,Part-time
Infosys,Jaipur,ML Engineer,"SQL, Excel, Data Visualization",NA,Entry-level,4-6 LPA,26-06-2024,Part-time
PhonePe,Indore,Cybersecurity Analyst,"AWS, Azure, Docker",NA,Mid-level,18-25 LPA,23-09-2023,Part-time
Microsoft,Ahmedabad,Product Manager,"React, Node.js, SQL",NA,Senior,10-15 LPA,28-01-2023,Contract
Cognizant,Mumbai,Data Analyst,"Ruby on Rails, PostgreSQL",NA,Entry-level,5-8 LPA,26-05-2023,Full-time
PhonePe,Bangalore,ML Engineer,"Python, ML, TensorFlow",NA,Senior,7-12 LPA,12-11-2024,Full-time
Swiggy,Chennai,Data Scientist,"React, Node.js, SQL",NA,Entry-level,5-8 LPA,03-10-2024,Internship
PhonePe,Kolkata,Data Scientist,"SQL, Excel, Data Visualization",NA,Senior,6-10 LPA,05-11-2023,Full-time
Microsoft,Gurgaon,Business Analyst,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,5-8 LPA,23-03-2023,Part-time
Infosys,Surat,Software Engineer,"Go, Kubernetes, Docker",NA,Senior,7-12 LPA,30-01-2025,Part-time
Amazon,Bangalore,Full Stack Developer,"Python, NLP, AI models",NA,Mid-level,4-6 LPA,08-05-2023,Internship
Cognizant,Surat,Data Analyst,"Java, Spring Boot, Microservices",NA,Mid-level,5-8 LPA,20-03-2023,Contract
Swiggy,Bangalore,ML Engineer,"HTML, CSS, JavaScript",NA,Entry-level,7-12 LPA,28-02-2023,Part-time
Amazon,Ahmedabad,ML Engineer,"Node.js, Express, MongoDB",NA,Senior,10-15 LPA,02-02-2024,Contract
Byju's,Noida,Cybersecurity Analyst,"AWS, Azure, Docker",NA,Entry-level,10-15 LPA,06-02-2024,Full-time
Paytm,Lucknow,Full Stack Developer,"Node.js, Express, MongoDB",NA,Entry-level,20-30 LPA,28-04-2023,Full-time
HCL Technologies,Hyderabad,Full Stack Developer,"Ruby on Rails, PostgreSQL",NA,Mid-level,10-15 LPA,01-10-2024,Full-time
HCL Technologies,Coimbatore,Backend Developer,"React, Node.js, SQL",NA,Entry-level,3-5 LPA,03-03-2025,Contract
Oracle,Noida,Software Engineer,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,18-25 LPA,28-06-2023,Contract
Amazon,Nagpur,Product Manager,"AWS, Azure, Docker",NA,Mid-level,5-8 LPA,08-05-2023,Internship
Flipkart,Bhopal,Product Manager,"AWS, Azure, Docker",NA,Mid-level,7-12 LPA,25-03-2023,Internship
Oracle,Gurgaon,Cloud Engineer,"Python, ML, TensorFlow",NA,Mid-level,20-30 LPA,01-03-2023,Internship
Wipro,Bangalore,DevOps Engineer,"Ruby on Rails, PostgreSQL",NA,Mid-level,15-20 LPA,05-01-2024,Full-time
Flipkart,Kolkata,Backend Developer,"Python, ML, TensorFlow",NA,Senior,5-8 LPA,28-01-2024,Part-time
Amazon,Mumbai,Cloud Engineer,"Python, ML, TensorFlow",NA,Senior,15-20 LPA,23-04-2023,Full-time
Microsoft,Jaipur,ML Engineer,"Python, ML, TensorFlow",NA,Entry-level,7-12 LPA,28-04-2024,Part-time
Byju's,Jaipur,Business Analyst,"Python, NLP, AI models",NA,Senior,18-25 LPA,19-03-2025,Full-time
Tech Mahindra,Mumbai,Software Engineer,"Ruby on Rails, PostgreSQL",NA,Mid-level,7-12 LPA,21-02-2023,Full-time
HCL Technologies,Kolkata,Business Analyst,"Node.js, Express, MongoDB",NA,Senior,20-30 LPA,09-03-2023,Full-time
Flipkart,Mumbai,Full Stack Developer,"React, Node.js, SQL",NA,Senior,5-8 LPA,15-01-2025,Full-time
Capgemini,Jaipur,Cloud Engineer,"Python, NLP, AI models",NA,Entry-level,3-5 LPA,03-09-2023,Part-time
Cognizant,Mumbai,Cloud Engineer,"Go, Kubernetes, Docker",NA,Entry-level,15-20 LPA,04-03-2024,Contract
Flipkart,Coimbatore,Full Stack Developer,"CI/CD, Jenkins, Kubernetes",NA,Mid-level,18-25 LPA,17-10-2024,Internship
Google,Surat,Full Stack Developer,"React, Node.js, SQL",NA,Entry-level,20-30 LPA,06-03-2024,Full-time
Tech Mahindra,Bhopal,ML Engineer,"Node.js, Express, MongoDB",NA,Entry-level,5-8 LPA,14-07-2023,Contract
Capgemini,Nagpur,Cloud Engineer,"Ruby on Rails, PostgreSQL",NA,Entry-level,6-10 LPA,27-03-2023,Part-time
Oracle,Bangalore,Cybersecurity Analyst,"Node.js, Express, MongoDB",NA,Senior,5-8 LPA,23-10-2023,Full-time
Tata Consultancy Services,Hyderabad,Business Analyst,"Python, NLP, AI models",NA,Senior,7-12 LPA,22-09-2023,Part-time
Google,Bangalore,Data Analyst,"CI/CD, Jenkins, Kubernetes",NA,Senior,4-6 LPA,06-06-2024,Full-time
HCL Technologies,Chennai,Cybersecurity Analyst,"Python, ML, TensorFlow",NA,Senior,4-6 LPA,30-03-2023,Contract
Byju's,Noida,Frontend Developer,"Go, Kubernetes, Docker",NA,Mid-level,15-20 LPA,02-03-2024,Internship
Oracle,Coimbatore,DevOps Engineer,"SQL, Power BI, Excel",NA,Senior,4-6 LPA,28-08-2023,Contract
Infosys,Jaipur,DevOps Engineer,"SQL, Excel, Data Visualization",NA,Mid-level,20-30 LPA,05-09-2024,Full-time
Swiggy,Jaipur,ML Engineer,"AWS, Azure, Docker",NA,Senior,6-10 LPA,03-12-2023,Part-time
PhonePe,Surat,Data Scientist,"React, Node.js, SQL",NA,Mid-level,18-25 LPA,06-01-2025,Part-time
Google,Bhopal,Product Manager,"HTML, CSS, JavaScript",NA,Mid-level,18-25 LPA,01-06-2024,Full-time
Zomato,Mumbai,Product Manager,"React, Node.js, SQL",NA,Entry-level,20-30 LPA,13-01-2023,Full-time
IBM,Noida,Cybersecurity Analyst,"Node.js, Express, MongoDB",NA,Senior,6-10 LPA,01-11-2023,Full-time
Zomato,Surat,Full Stack Developer,"Python, NLP, AI models",NA,Entry-level,4-6 LPA,05-08-2024,Full-time
Cognizant,Coimbatore,Full Stack Developer,"React, Node.js, SQL",NA,Senior,4-6 LPA,13-05-2023,Contract
Capgemini,Chennai,Business Analyst,"Node.js, Express, MongoDB",NA,Senior,7-12 LPA,06-05-2024,Part-time
Amazon,Coimbatore,Cloud Engineer,"React, Node.js, SQL",NA,Senior,10-15 LPA,25-05-2024,Part-time
Tata Consultancy Services,Bhopal,DevOps Engineer,"AWS, Azure, Docker",NA,Senior,10-15 LPA,12-02-2025,Contract
Capgemini,Kolkata,Full Stack Developer,"Go, Kubernetes, Docker",NA,Entry-level,3-5 LPA,19-07-2023,Full-time
Capgemini,Ahmedabad,Product Manager,"Python, NLP, AI models",NA,Mid-level,7-12 LPA,10-09-2023,Internship
Wipro,Hyderabad,Cybersecurity Analyst,"React, Node.js, SQL",NA,Mid-level,6-10 LPA,15-04-2023,Part-time
Infosys,Chennai,Cybersecurity Analyst,"Node.js, Express, MongoDB",NA,Senior,7-12 LPA,19-04-2023,Contract
Tech Mahindra,Indore,Data Analyst,"AWS, Azure, Docker",NA,Entry-level,7-12 LPA,12-06-2023,Part-time
Flipkart,Bangalore,Backend Developer,"Python, ML, TensorFlow",NA,Mid-level,3-5 LPA,11-05-2023,Contract
Accenture,Gurgaon,ML Engineer,"Python, NLP, AI models",NA,Senior,10-15 LPA,29-08-2023,Full-time
Amazon,Kolkata,Full Stack Developer,"Ruby on Rails, PostgreSQL",NA,Mid-level,20-30 LPA,05-12-2023,Contract
Oracle,Bangalore,ML Engineer,"AWS, Azure, Docker",NA,Mid-level,3-5 LPA,22-10-2024,Part-time
Wipro,Mumbai,Cloud Engineer,"Node.js, Express, MongoDB",NA,Senior,18-25 LPA,20-12-2024,Full-time
Amazon,Chennai,DevOps Engineer,"AWS, Azure, Docker",NA,Mid-level,18-25 LPA,06-02-2024,Contract
Accenture,Noida,Product Manager,"SQL, Excel, Data Visualization",NA,Entry-level,6-10 LPA,06-04-2023,Contract
Tata Consultancy Services,Kolkata,Data Scientist,"Python, NLP, AI models",NA,Entry-level,3-5 LPA,26-01-2025,Part-time
Tata Consultancy Services,Coimbatore,ML Engineer,"Ruby on Rails, PostgreSQL",NA,Entry-level,5-8 LPA,28-05-2023,Contract
Deloitte,Kolkata,Business Analyst,"SQL, Excel, Data Visualization",NA,Entry-level,7-12 LPA,10-04-2024,Part-time
Amazon,Surat,Product Manager,"Go, Kubernetes, Docker",NA,Senior,5-8 LPA,20-02-2023,Internship
Flipkart,Nagpur,DevOps Engineer,"Python, ML, TensorFlow",NA,Mid-level,6-10 LPA,25-11-2024,Contract
HCL Technologies,Indore,Cloud Engineer,"React, Node.js, SQL",NA,Entry-level,15-20 LPA,19-09-2024,Part-time
Paytm,Noida,ML Engineer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,10-15 LPA,22-05-2023,Part-time
PhonePe,Jaipur,DevOps Engineer,"Python, NLP, AI models",NA,Mid-level,4-6 LPA,01-11-2023,Internship
Tata Consultancy Services,Surat,Data Analyst,"Node.js, Express, MongoDB",NA,Senior,3-5 LPA,08-11-2024,Full-time
Oracle,Coimbatore,Backend Developer,"Java, Spring Boot, Microservices",NA,Senior,6-10 LPA,03-07-2024,Full-time
Deloitte,Coimbatore,ML Engineer,"Go, Kubernetes, Docker",NA,Entry-level,20-30 LPA,31-12-2023,Full-time
Deloitte,Bangalore,Product Manager,"Python, NLP, AI models",NA,Senior,10-15 LPA,07-05-2024,Contract
Tata Consultancy Services,Pune,Frontend Developer,"AWS, Azure, Docker",NA,Mid-level,15-20 LPA,23-03-2024,Contract
HCL Technologies,Nagpur,Data Analyst,"Node.js, Express, MongoDB",NA,Senior,15-20 LPA,15-02-2025,Full-time
Deloitte,Mumbai,Frontend Developer,"Java, Spring Boot, Microservices",NA,Senior,5-8 LPA,02-06-2023,Internship
Swiggy,Pune,Software Engineer,"Node.js, Express, MongoDB",NA,Mid-level,10-15 LPA,13-12-2023,Full-time
Accenture,Bhopal,Backend Developer,"HTML, CSS, JavaScript",NA,Entry-level,3-5 LPA,21-12-2023,Full-time
PhonePe,Surat,ML Engineer,"SQL, Power BI, Excel",NA,Entry-level,3-5 LPA,08-06-2023,Full-time
Infosys,Pune,Cloud Engineer,"SQL, Power BI, Excel",NA,Mid-level,15-20 LPA,29-12-2023,Contract
Amazon,Jaipur,Data Analyst,"Go, Kubernetes, Docker",NA,Senior,6-10 LPA,08-01-2023,Full-time
Capgemini,Lucknow,ML Engineer,"AWS, Azure, Docker",NA,Entry-level,10-15 LPA,22-12-2024,Contract
Cognizant,Ahmedabad,Frontend Developer,"Python, ML, TensorFlow",NA,Senior,15-20 LPA,22-12-2024,Full-time
PhonePe,Bhopal,ML Engineer,"Python, NLP, AI models",NA,Entry-level,4-6 LPA,03-04-2024,Contract
Deloitte,Coimbatore,Business Analyst,"AWS, Azure, Docker",NA,Mid-level,15-20 LPA,05-08-2024,Full-time
Deloitte,Mumbai,Frontend Developer,"HTML, CSS, JavaScript",NA,Senior,15-20 LPA,22-04-2023,Full-time
Wipro,Chennai,Cloud Engineer,"Java, Spring Boot, Microservices",NA,Mid-level,5-8 LPA,03-03-2024,Contract
Capgemini,Noida,Cybersecurity Analyst,"Python, ML, TensorFlow",NA,Senior,5-8 LPA,21-06-2023,Contract
Accenture,Indore,Data Scientist,"Java, Spring Boot, Microservices",NA,Mid-level,20-30 LPA,15-05-2024,Full-time
Accenture,Pune,Software Engineer,"SQL, Power BI, Excel",NA,Entry-level,3-5 LPA,29-06-2023,Internship
Microsoft,Indore,Software Engineer,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,20-30 LPA,05-04-2024,Part-time
PhonePe,Coimbatore,Full Stack Developer,"Java, Spring Boot, Microservices",NA,Entry-level,18-25 LPA,08-11-2023,Full-time
Amazon,Bangalore,DevOps Engineer,"HTML, CSS, JavaScript",NA,Senior,4-6 LPA,19-10-2024,Contract
IBM,Pune,Data Scientist,"Python, ML, TensorFlow",NA,Entry-level,10-15 LPA,02-05-2024,Internship
Oracle,Indore,Full Stack Developer,"Python, ML, TensorFlow",NA,Senior,10-15 LPA,14-03-2024,Contract
Google,Jaipur,Data Analyst,"AWS, Azure, Docker",NA,Senior,3-5 LPA,13-08-2024,Part-time
Oracle,Kolkata,Business Analyst,"SQL, Power BI, Excel",NA,Mid-level,5-8 LPA,02-02-2025,Internship
Microsoft,Lucknow,Data Analyst,"Python, ML, TensorFlow",NA,Entry-level,10-15 LPA,25-04-2024,Part-time
Microsoft,Kolkata,Cybersecurity Analyst,"Python, ML, TensorFlow",NA,Senior,7-12 LPA,04-10-2023,Contract
Amazon,Bhopal,Business Analyst,"Python, ML, TensorFlow",NA,Mid-level,3-5 LPA,18-10-2023,Internship
Deloitte,Mumbai,Backend Developer,"React, Node.js, SQL",NA,Senior,20-30 LPA,17-01-2023,Contract
Google,Lucknow,ML Engineer,"Go, Kubernetes, Docker",NA,Mid-level,3-5 LPA,22-03-2023,Full-time
Byju's,Bangalore,Software Engineer,"HTML, CSS, JavaScript",NA,Entry-level,15-20 LPA,13-09-2023,Internship
Zomato,Hyderabad,Business Analyst,"Go, Kubernetes, Docker",NA,Senior,4-6 LPA,26-06-2024,Full-time
Byju's,Indore,Cybersecurity Analyst,"Java, Spring Boot, Microservices",NA,Senior,15-20 LPA,27-06-2024,Full-time
HCL Technologies,Bangalore,Software Engineer,"HTML, CSS, JavaScript",NA,Mid-level,7-12 LPA,13-03-2023,Internship
Capgemini,Gurgaon,Product Manager,"HTML, CSS, JavaScript",NA,Mid-level,4-6 LPA,19-09-2023,Part-time
PhonePe,Coimbatore,Backend Developer,"Python, ML, TensorFlow",NA,Senior,3-5 LPA,06-10-2024,Full-time
Infosys,Hyderabad,Data Scientist,"SQL, Excel, Data Visualization",NA,Senior,5-8 LPA,21-04-2023,Part-time
IBM,Coimbatore,Data Analyst,"Go, Kubernetes, Docker",NA,Mid-level,10-15 LPA,12-07-2023,Part-time
Cognizant,Pune,Data Scientist,"Python, NLP, AI models",NA,Entry-level,7-12 LPA,06-02-2023,Internship
Infosys,Kolkata,Business Analyst,"HTML, CSS, JavaScript",NA,Mid-level,7-12 LPA,13-02-2024,Internship
Deloitte,Hyderabad,Software Engineer,"SQL, Excel, Data Visualization",NA,Entry-level,6-10 LPA,07-03-2025,Contract
IBM,Bhopal,ML Engineer,"React, Node.js, SQL",NA,Mid-level,15-20 LPA,05-06-2023,Internship
Wipro,Bhopal,Product Manager,"SQL, Power BI, Excel",NA,Entry-level,20-30 LPA,11-07-2024,Contract
Paytm,Bhopal,Product Manager,"Python, NLP, AI models",NA,Senior,20-30 LPA,19-06-2024,Full-time
Byju's,Hyderabad,Data Analyst,"AWS, Azure, Docker",NA,Senior,7-12 LPA,04-01-2025,Contract
Byju's,Kolkata,Product Manager,"Go, Kubernetes, Docker",NA,Entry-level,6-10 LPA,05-02-2023,Part-time
IBM,Coimbatore,Data Scientist,"SQL, Excel, Data Visualization",NA,Mid-level,15-20 LPA,26-05-2024,Part-time
Tech Mahindra,Indore,Frontend Developer,"SQL, Power BI, Excel",NA,Entry-level,3-5 LPA,13-01-2024,Internship
Google,Lucknow,Cloud Engineer,"Python, NLP, AI models",NA,Senior,15-20 LPA,15-06-2023,Part-time
Capgemini,Coimbatore,Data Analyst,"AWS, Azure, Docker",NA,Entry-level,15-20 LPA,09-07-2023,Full-time
Flipkart,Mumbai,Cybersecurity Analyst,"CI/CD, Jenkins, Kubernetes",NA,Senior,7-12 LPA,21-11-2024,Contract
Microsoft,Nagpur,ML Engineer,"React, Node.js, SQL",NA,Mid-level,4-6 LPA,21-11-2023,Internship
Oracle,Indore,Data Scientist,"Java, Spring Boot, Microservices",NA,Senior,3-5 LPA,27-05-2024,Internship
Oracle,Surat,Cloud Engineer,"Python, NLP, AI models",NA,Senior,10-15 LPA,23-08-2023,Part-time
Byju's,Kolkata,Backend Developer,"React, Node.js, SQL",NA,Entry-level,15-20 LPA,18-07-2024,Part-time
Amazon,Chennai,Cloud Engineer,"SQL, Power BI, Excel",NA,Senior,15-20 LPA,09-06-2024,Internship
Byju's,Ahmedabad,ML Engineer,"SQL, Power BI, Excel",NA,Entry-level,5-8 LPA,12-02-2023,Full-time
Accenture,Surat,Cybersecurity Analyst,"Go, Kubernetes, Docker",NA,Senior,6-10 LPA,25-03-2024,Contract
Zomato,Bangalore,ML Engineer,"Go, Kubernetes, Docker",NA,Mid-level,4-6 LPA,07-11-2023,Full-time
HCL Technologies,Gurgaon,Business Analyst,"SQL, Excel, Data Visualization",NA,Entry-level,3-5 LPA,14-11-2024,Internship
Tata Consultancy Services,Jaipur,Business Analyst,"SQL, Excel, Data Visualization",NA,Senior,4-6 LPA,17-06-2024,Internship
Cognizant,Nagpur,Data Analyst,"Python, NLP, AI models",NA,Mid-level,5-8 LPA,16-04-2024,Full-time
Wipro,Bangalore,ML Engineer,"HTML, CSS, JavaScript",NA,Senior,15-20 LPA,19-01-2023,Full-time
Flipkart,Ahmedabad,Backend Developer,"Go, Kubernetes, Docker",NA,Senior,7-12 LPA,01-07-2024,Contract
Wipro,Chennai,Product Manager,"SQL, Power BI, Excel",NA,Mid-level,3-5 LPA,30-09-2023,Part-time
Deloitte,Noida,Cloud Engineer,"SQL, Power BI, Excel",NA,Mid-level,6-10 LPA,17-10-2023,Internship
Microsoft,Chennai,Software Engineer,"SQL, Excel, Data Visualization",NA,Senior,15-20 LPA,20-07-2023,Contract
Wipro,Gurgaon,ML Engineer,"Python, ML, TensorFlow",NA,Senior,18-25 LPA,23-10-2023,Contract
Infosys,Chennai,Business Analyst,"AWS, Azure, Docker",NA,Senior,18-25 LPA,21-08-2024,Internship
HCL Technologies,Bhopal,Backend Developer,"React, Node.js, SQL",NA,Mid-level,5-8 LPA,02-10-2023,Part-time
Paytm,Nagpur,Business Analyst,"HTML, CSS, JavaScript",NA,Entry-level,7-12 LPA,11-09-2024,Contract
Paytm,Chennai,Software Engineer,"Ruby on Rails, PostgreSQL",NA,Mid-level,7-12 LPA,16-03-2024,Full-time
Accenture,Surat,Software Engineer,"SQL, Excel, Data Visualization",NA,Senior,4-6 LPA,20-05-2024,Full-time
Deloitte,Kolkata,Frontend Developer,"SQL, Power BI, Excel",NA,Mid-level,7-12 LPA,16-12-2023,Full-time
IBM,Lucknow,Data Analyst,"React, Node.js, SQL",NA,Senior,20-30 LPA,08-04-2023,Full-time
Flipkart,Mumbai,Frontend Developer,"Python, NLP, AI models",NA,Senior,10-15 LPA,09-11-2023,Internship
Accenture,Lucknow,DevOps Engineer,"Go, Kubernetes, Docker",NA,Senior,5-8 LPA,04-10-2023,Full-time
Deloitte,Pune,Backend Developer,"Python, ML, TensorFlow",NA,Entry-level,6-10 LPA,08-05-2024,Internship
Paytm,Nagpur,DevOps Engineer,"SQL, Excel, Data Visualization",NA,Entry-level,7-12 LPA,31-07-2023,Full-time
PhonePe,Noida,Full Stack Developer,"SQL, Excel, Data Visualization",NA,Senior,18-25 LPA,01-02-2025,Part-time
Deloitte,Surat,ML Engineer,"HTML, CSS, JavaScript",NA,Mid-level,7-12 LPA,01-01-2024,Full-time
Paytm,Coimbatore,Data Scientist,"Python, NLP, AI models",NA,Senior,4-6 LPA,02-11-2023,Full-time
Deloitte,Mumbai,Frontend Developer,"Python, ML, TensorFlow",NA,Mid-level,5-8 LPA,23-02-2024,Part-time
Paytm,Surat,Software Engineer,"Go, Kubernetes, Docker",NA,Entry-level,6-10 LPA,28-06-2024,Contract
Amazon,Gurgaon,Business Analyst,"CI/CD, Jenkins, Kubernetes",NA,Entry-level,7-12 LPA,15-03-2024,Full-time
Byju's,Mumbai,Cybersecurity Analyst,"Python, NLP, AI models",NA,Mid-level,20-30 LPA,03-02-2025,Internship
Flipkart,Nagpur,DevOps Engineer,"Java, Spring Boot, Microservices",NA,Senior,7-12 LPA,18-06-2024,Part-time
Zomato,Ahmedabad,Business Analyst,"Java, Spring Boot, Microservices",NA,Senior,10-15 LPA,15-07-2023,Full-time
Swiggy,Hyderabad,Product Manager,"Node.js, Express, MongoDB",NA,Entry-level,5-8 LPA,13-02-2023,Internship
Oracle,Jaipur,Product Manager,"Python, ML, TensorFlow",NA,Entry-level,3-5 LPA,28-09-2023,Contract
Tech Mahindra,Bangalore,Full Stack Developer,"React, Node.js, SQL",NA,Mid-level,20-30 LPA,29-05-2023,Part-time
Accenture,Indore,DevOps Engineer,"Java, Spring Boot, Microservices",NA,Entry-level,7-12 LPA,19-10-2023,Full-time
Accenture,Chennai,Software Engineer,"Go, Kubernetes, Docker",NA,Senior,15-20 LPA,01-03-2024,Part-time
Capgemini,Lucknow,Software Engineer,"SQL, Power BI, Excel",NA,Senior,20-30 LPA,02-03-2023,Part-time
Google,Ahmedabad,ML Engineer,"Java, Spring Boot, Microservices",NA,Entry-level,7-12 LPA,06-01-2023,Part-time
Tech Mahindra,Chennai,Software Engineer,"SQL, Power BI, Excel",NA,Entry-level,7-12 LPA,23-12-2023,Part-time
Zomato,Mumbai,Backend Developer,"AWS, Azure, Docker",NA,Mid-level,7-12 LPA,28-02-2024,Contract
Deloitte,Noida,Business Analyst,"React, Node.js, SQL",NA,Entry-level,3-5 LPA,19-07-2023,Full-time
Google,Indore,DevOps Engineer,"Go, Kubernetes, Docker",NA,Entry-level,5-8 LPA,31-01-2025,Internship
Accenture,Kolkata,Full Stack Developer,"Ruby on Rails, PostgreSQL",NA,Mid-level,3-5 LPA,24-04-2024,Contract
Oracle,Chennai,ML Engineer,"React, Node.js, SQL",NA,Mid-level,7-12 LPA,12-08-2023,Full-time
Paytm,Surat,Data Scientist,"Python, NLP, AI models",NA,Mid-level,10-15 LPA,31-01-2025,Part-time
Swiggy,Hyderabad,Frontend Developer,"Go, Kubernetes, Docker",NA,Senior,15-20 LPA,12-02-2025,Contract
Swiggy,Noida,ML Engineer,"Python, ML, TensorFlow",NA,Mid-level,5-8 LPA,11-06-2023,Part-time
Cognizant,Chennai,Software Engineer,"SQL, Excel, Data Visualization",NA,Entry-level,3-5 LPA,29-06-2023,Internship
Swiggy,Ahmedabad,ML Engineer,"AWS, Azure, Docker",NA,Senior,4-6 LPA,26-05-2024,Part-time
Byju's,Bhopal,Backend Developer,"Java, Spring Boot, Microservices",NA,Senior,7-12 LPA,25-01-2023,Internship
Tata Consultancy Services,Indore,Data Scientist,"AWS, Azure, Docker",NA,Senior,20-30 LPA,19-05-2024,Part-time
HCL Technologies,Nagpur,ML Engineer,"AWS, Azure, Docker",NA,Mid-level,18-25 LPA,26-08-2023,Contract
Tata Consultancy Services,Noida,Product Manager,"AWS, Azure, Docker",NA,Entry-level,15-20 LPA,03-01-2024,Internship
HCL Technologies,Bangalore,Backend Developer,"HTML, CSS, JavaScript",NA,Senior,5-8 LPA,26-12-2023,Part-time
